year,id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1994,3085,37.0,Round of 16,,1994-07-02,0,1,GER,BEL,Germany,Belgium,3.0,2.0,,,GER,,,,,,Soldier Field,,,,
1994,3088,40.0,Round of 16,,1994-07-03,0,1,ROU,ARG,Romania,Argentina,3.0,2.0,,,ROU,,,,,,Rose Bowl,,,,
1994,3087,39.0,Round of 16,,1994-07-03,0,1,KSA,SWE,Saudi Arabia,Sweden,1.0,3.0,,,SWE,,,,,,Cotton Bowl,,,,
1994,3089,41.0,Round of 16,,1994-07-04,0,1,NED,IRL,Netherlands,Republic of Ireland,2.0,0.0,,,NED,,,,,,Citrus Bowl,,,,
1994,3090,42.0,Round of 16,,1994-07-04,0,1,BRA,USA,Brazil,USA,1.0,0.0,,,BRA,,,,,,Stanford Stadium,,,,
1994,3091,43.0,Round of 16,,1994-07-05,0,3,NGA,ITA,Nigeria,Italy,1.0,2.0,,,ITA,,,,,,Foxboro Stadium,,,,
1994,3092,44.0,Round of 16,,1994-07-05,0,2,MEX,BUL,Mexico,Bulgaria,1.0,1.0,1.0,3.0,BUL,,,,,,Giants Stadium,,,,
1994,3097,45.0,Quarter-final,,1994-07-09,0,1,ITA,ESP,Italy,Spain,2.0,1.0,,,ITA,,,,,,Foxboro Stadium,,,,
1994,3098,46.0,Quarter-final,,1994-07-09,0,1,NED,BRA,Netherlands,Brazil,2.0,3.0,,,BRA,,,,,,Cotton Bowl,,,,
1994,3096,47.0,Quarter-final,,1994-07-10,0,1,BUL,GER,Bulgaria,Germany,2.0,1.0,,,BUL,,,,,,Giants Stadium,,,,
1994,3095,48.0,Quarter-final,,1994-07-10,0,2,ROU,SWE,Romania,Sweden,2.0,2.0,4.0,5.0,SWE,,,,,,Stanford Stadium,,,,
1994,3100,49.0,Semi-final,,1994-07-13,0,1,BUL,ITA,Bulgaria,Italy,1.0,2.0,,,ITA,,,,,,Giants Stadium,,,,
1994,3099,50.0,Semi-final,,1994-07-13,0,1,SWE,BRA,Sweden,Brazil,0.0,1.0,,,BRA,,,,,,Rose Bowl,,,,
1994,3103,51.0,Match for third place,,1994-07-16,0,1,SWE,BUL,Sweden,Bulgaria,4.0,0.0,,,SWE,,,,,,Rose Bowl,,,,
1994,3104,52.0,Final,,1994-07-17,0,2,BRA,ITA,Brazil,Italy,0.0,0.0,3.0,2.0,BRA,,,,,,Rose Bowl,,,,
1998,4000,1.0,Group Matches,Group A,1998-06-10,0,1,BRA,SCO,Brazil,Scotland,2.0,1.0,,,BRA,,,,,,Stade de France,,,,
1998,8725,2.0,Group Matches,Group A,1998-06-10,0,1,MAR,NOR,Morocco,Norway,2.0,2.0,,,,,,,,,Stade de la Mosson,,,,
1998,8726,4.0,Group Matches,Group B,1998-06-11,0,1,ITA,CHI,Italy,Chile,2.0,2.0,,,,,,,,,Stade de Bordeaux,,,,
1998,8727,3.0,Group Matches,Group B,1998-06-11,0,1,CMR,AUT,Cameroon,Austria,1.0,1.0,,,,,,,,,Stade de Toulouse,,,,
1998,8728,7.0,Group Matches,Group D,1998-06-12,0,1,PAR,BUL,Paraguay,Bulgaria,0.0,0.0,,,,,,,,,Stade de la Mosson,,,,
1998,8729,5.0,Group Matches,Group C,1998-06-12,0,1,KSA,DEN,Saudi Arabia,Denmark,0.0,1.0,,,DEN,,,,,,Stade Felix Bollaert,,,,
1998,8730,6.0,Group Matches,Group C,1998-06-12,0,1,FRA,RSA,France,South Africa,3.0,0.0,,,FRA,,,,,,Stade Vélodrome,,,,
1998,8731,10.0,Group Matches,Group D,1998-06-13,0,1,ESP,NGA,Spain,Nigeria,2.0,3.0,,,NGA,,,,,,Stade de la Beaujoire,,,,
1998,8732,9.0,Group Matches,Group E,1998-06-13,0,1,KOR,MEX,Korea Republic,Mexico,1.0,3.0,,,MEX,,,,,,Stade de Gerland,,,,
1998,8733,8.0,Group Matches,Group E,1998-06-13,0,1,NED,BEL,Netherlands,Belgium,0.0,0.0,,,,,,,,,Stade de France,,,,
1998,8734,13.0,Group Matches,Group H,1998-06-14,0,1,ARG,JPN,Argentina,Japan,1.0,0.0,,,ARG,,,,,,Stade de Toulouse,,,,
1998,8735,12.0,Group Matches,Group F,1998-06-14,0,1,YUG,IRN,Yugoslavia,IR Iran,1.0,0.0,,,YUG,,,,,,Stade Geoffroy Guichard,,,,
1998,8736,11.0,Group Matches,Group H,1998-06-14,0,1,JAM,CRO,Jamaica,Croatia,1.0,3.0,,,CRO,,,,,,Stade Felix Bollaert,,,,
1998,8738,14.0,Group Matches,Group F,1998-06-15,0,1,GER,USA,Germany,USA,2.0,0.0,,,GER,,,,,,Parc des Princes,,,,
1998,8739,15.0,Group Matches,Group G,1998-06-15,0,1,ROU,COL,Romania,Colombia,1.0,0.0,,,ROU,,,,,,Stade de Gerland,,,,
1998,8740,16.0,Group Matches,Group G,1998-06-15,0,1,ENG,TUN,England,Tunisia,2.0,0.0,,,ENG,,,,,,Stade Vélodrome,,,,
1998,8741,17.0,Group Matches,Group A,1998-06-16,0,1,SCO,NOR,Scotland,Norway,1.0,1.0,,,,,,,,,Stade de Bordeaux,,,,
1998,8742,18.0,Group Matches,Group A,1998-06-16,0,1,BRA,MAR,Brazil,Morocco,3.0,0.0,,,BRA,,,,,,Stade de la Beaujoire,,,,
1998,8743,19.0,Group Matches,Group B,1998-06-17,0,1,CHI,AUT,Chile,Austria,1.0,1.0,,,,,,,,,Stade Geoffroy Guichard,,,,
1998,8744,20.0,Group Matches,Group B,1998-06-17,0,1,ITA,CMR,Italy,Cameroon,3.0,0.0,,,ITA,,,,,,Stade de la Mosson,,,,
1998,8746,22.0,Group Matches,Group C,1998-06-18,0,1,RSA,DEN,South Africa,Denmark,1.0,1.0,,,,,,,,,Stade de Toulouse,,,,
1998,8745,21.0,Group Matches,Group C,1998-06-18,0,1,FRA,KSA,France,Saudi Arabia,4.0,0.0,,,FRA,,,,,,Stade de France,,,,
1998,8747,23.0,Group Matches,Group D,1998-06-19,0,1,NGA,BUL,Nigeria,Bulgaria,1.0,0.0,,,NGA,,,,,,Parc des Princes,,,,
1998,8748,24.0,Group Matches,Group D,1998-06-19,0,1,ESP,PAR,Spain,Paraguay,0.0,0.0,,,,,,,,,Stade Geoffroy Guichard,,,,
1998,8751,27.0,Group Matches,Group H,1998-06-20,0,1,JPN,CRO,Japan,Croatia,0.0,1.0,,,CRO,,,,,,Stade de la Beaujoire,,,,
1998,8750,26.0,Group Matches,Group E,1998-06-20,0,1,BEL,MEX,Belgium,Mexico,2.0,2.0,,,,,,,,,Stade de Bordeaux,,,,
1998,8749,25.0,Group Matches,Group E,1998-06-20,0,1,NED,KOR,Netherlands,Korea Republic,5.0,0.0,,,NED,,,,,,Stade Vélodrome,,,,
1998,8753,29.0,Group Matches,Group F,1998-06-21,0,1,GER,YUG,Germany,Yugoslavia,2.0,2.0,,,,,,,,,Stade Felix Bollaert,,,,
1998,8752,28.0,Group Matches,Group H,1998-06-21,0,1,ARG,JAM,Argentina,Jamaica,5.0,0.0,,,ARG,,,,,,Parc des Princes,,,,
1998,8754,30.0,Group Matches,Group F,1998-06-21,0,1,USA,IRN,USA,IR Iran,1.0,2.0,,,IRN,,,,,,Stade de Gerland,,,,
1998,8756,32.0,Group Matches,Group G,1998-06-22,0,1,ROU,ENG,Romania,England,2.0,1.0,,,ROU,,,,,,Stade de Toulouse,,,,
1998,8755,31.0,Group Matches,Group G,1998-06-22,0,1,COL,TUN,Colombia,Tunisia,1.0,0.0,,,COL,,,,,,Stade de la Mosson,,,,
1998,8760,36.0,Group Matches,Group B,1998-06-23,0,1,CHI,CMR,Chile,Cameroon,1.0,1.0,,,,,,,,,Stade de la Beaujoire,,,,
1998,8757,33.0,Group Matches,Group B,1998-06-23,0,1,ITA,AUT,Italy,Austria,2.0,1.0,,,ITA,,,,,,Stade de France,,,,
1998,8759,35.0,Group Matches,Group A,1998-06-23,0,1,BRA,NOR,Brazil,Norway,1.0,2.0,,,NOR,,,,,,Stade Vélodrome,,,,
1998,8758,34.0,Group Matches,Group A,1998-06-23,0,1,SCO,MAR,Scotland,Morocco,0.0,3.0,,,MAR,,,,,,Stade Geoffroy Guichard,,,,
1998,8764,40.0,Group Matches,Group C,1998-06-24,0,1,RSA,KSA,South Africa,Saudi Arabia,2.0,2.0,,,,,,,,,Stade de Bordeaux,,,,
1998,8762,38.0,Group Matches,Group C,1998-06-24,0,1,FRA,DEN,France,Denmark,2.0,1.0,,,FRA,,,,,,Stade de Gerland,,,,
1998,8763,39.0,Group Matches,Group D,1998-06-24,0,1,NGA,PAR,Nigeria,Paraguay,1.0,3.0,,,PAR,,,,,,Stade de Toulouse,,,,
1998,8761,37.0,Group Matches,Group D,1998-06-24,0,1,ESP,BUL,Spain,Bulgaria,6.0,1.0,,,ESP,,,,,,Stade Felix Bollaert,,,,
1998,8765,41.0,Group Matches,Group E,1998-06-25,0,1,BEL,KOR,Belgium,Korea Republic,1.0,1.0,,,,,,,,,Parc des Princes,,,,
1998,8766,42.0,Group Matches,Group E,1998-06-25,0,1,NED,MEX,Netherlands,Mexico,2.0,2.0,,,,,,,,,Stade Geoffroy Guichard,,,,
1998,8767,43.0,Group Matches,Group F,1998-06-25,0,1,GER,IRN,Germany,IR Iran,2.0,0.0,,,GER,,,,,,Stade de la Mosson,,,,
1998,8768,44.0,Group Matches,Group F,1998-06-25,0,1,USA,YUG,USA,Yugoslavia,0.0,1.0,,,YUG,,,,,,Stade de la Beaujoire,,,,
1998,8769,45.0,Group Matches,Group G,1998-06-26,0,1,ROU,TUN,Romania,Tunisia,1.0,1.0,,,,,,,,,Stade de France,,,,
1998,8770,46.0,Group Matches,Group G,1998-06-26,0,1,COL,ENG,Colombia,England,0.0,2.0,,,ENG,,,,,,Stade Felix Bollaert,,,,
1998,8772,48.0,Group Matches,Group H,1998-06-26,0,1,ARG,CRO,Argentina,Croatia,1.0,0.0,,,ARG,,,,,,Stade de Bordeaux,,,,
1998,8771,47.0,Group Matches,Group H,1998-06-26,0,1,JPN,JAM,Japan,Jamaica,1.0,2.0,,,JAM,,,,,,Stade de Gerland,,,,
1998,8774,50.0,Round of 16,,1998-06-27,0,1,ITA,NOR,Italy,Norway,1.0,0.0,,,ITA,,,,,,Stade Vélodrome,,,,
1998,8773,49.0,Round of 16,,1998-06-27,0,1,BRA,CHI,Brazil,Chile,4.0,1.0,,,BRA,,,,,,Parc des Princes,,,,
1998,8776,52.0,Round of 16,,1998-06-28,0,8,FRA,PAR,France,Paraguay,1.0,0.0,,,FRA,,,,,,Stade Felix Bollaert,,,,
1998,8775,51.0,Round of 16,,1998-06-28,0,1,NGA,DEN,Nigeria,Denmark,1.0,4.0,,,DEN,,,,,,Stade de France,,,,
1998,8777,53.0,Round of 16,,1998-06-29,0,1,GER,MEX,Germany,Mexico,2.0,1.0,,,GER,,,,,,Stade de la Mosson,,,,
1998,8778,54.0,Round of 16,,1998-06-29,0,1,NED,YUG,Netherlands,Yugoslavia,2.0,1.0,,,NED,,,,,,Stade de Toulouse,,,,
1998,8780,56.0,Round of 16,,1998-06-30,0,1,ROU,CRO,Romania,Croatia,0.0,1.0,,,CRO,,,,,,Stade de Bordeaux,,,,
1998,8779,55.0,Round of 16,,1998-06-30,0,2,ARG,ENG,Argentina,England,2.0,2.0,4.0,3.0,ARG,,,,,,Stade Geoffroy Guichard,,,,
1998,8781,57.0,Quarter-final,,1998-07-03,0,2,ITA,FRA,Italy,France,0.0,0.0,3.0,4.0,FRA,,,,,,Stade de France,,,,
1998,8782,58.0,Quarter-final,,1998-07-03,0,1,BRA,DEN,Brazil,Denmark,3.0,2.0,,,BRA,,,,,,Stade de la Beaujoire,,,,
1998,8784,60.0,Quarter-final,,1998-07-04,0,1,NED,ARG,Netherlands,Argentina,2.0,1.0,,,NED,,,,,,Stade Vélodrome,,,,
1998,8783,59.0,Quarter-final,,1998-07-04,0,1,GER,CRO,Germany,Croatia,0.0,3.0,,,CRO,,,,,,Stade de Gerland,,,,
1998,8785,61.0,Semi-final,,1998-07-07,0,2,BRA,NED,Brazil,Netherlands,1.0,1.0,4.0,2.0,BRA,,,,,,Stade Vélodrome,,,,
1998,8786,62.0,Semi-final,,1998-07-08,0,1,FRA,CRO,France,Croatia,2.0,1.0,,,FRA,,,,,,Stade de France,,,,
1998,8787,63.0,Match for third place,,1998-07-11,0,1,NED,CRO,Netherlands,Croatia,1.0,2.0,,,CRO,,,,,,Parc des Princes,,,,
1998,8788,64.0,Final,,1998-07-12,0,1,BRA,FRA,Brazil,France,0.0,3.0,,,FRA,,,,,,Stade de France,,,,
2002,43950001,1.0,Group Stage,Group A,2002-05-31,0,1,FRA,SEN,France,Senegal,0.0,1.0,,,SEN,,,,,,Seoul World Cup Stadium,,,,
2002,43950002,2.0,Group Stage,Group E,2002-06-01,0,1,IRL,CMR,Republic of Ireland,Cameroon,1.0,1.0,,,,,,,,,Niigata Stadium,,,,
2002,43950003,3.0,Group Stage,Group A,2002-06-01,0,1,URU,DEN,Uruguay,Denmark,1.0,2.0,,,DEN,,,,,,Munsu Football Stadium,,,,
2002,43950004,4.0,Group Stage,Group E,2002-06-01,0,1,GER,KSA,Germany,Saudi Arabia,8.0,0.0,,,GER,,,,,,Sapporo Dome,,,,
2002,43950007,7.0,Group Stage,Group F,2002-06-02,0,1,ARG,NGA,Argentina,Nigeria,1.0,0.0,,,ARG,,,,,,Ibaraki Kashima Stadium,,,,
2002,43950006,6.0,Group Stage,Group B,2002-06-02,0,1,PAR,RSA,Paraguay,South Africa,2.0,2.0,,,,,,,,,Busan Asiad Main Stadium,,,,
2002,43950005,5.0,Group Stage,Group F,2002-06-02,0,1,ENG,SWE,England,Sweden,1.0,1.0,,,,,,,,,Saitama Stadium,,,,
2002,43950008,8.0,Group Stage,Group B,2002-06-02,0,1,ESP,SVN,Spain,Slovenia,3.0,1.0,,,ESP,,,,,,Gwangju World Cup Stadium,,,,
2002,43950009,9.0,Group Stage,Group G,2002-06-03,0,1,CRO,MEX,Croatia,Mexico,0.0,1.0,,,MEX,,,,,,Niigata Stadium,,,,
2002,43950010,10.0,Group Stage,Group C,2002-06-03,0,1,BRA,TUR,Brazil,Türkiye,2.0,1.0,,,BRA,,,,,,Munsu Football Stadium,,,,
2002,43950011,11.0,Group Stage,Group G,2002-06-03,0,1,ITA,ECU,Italy,Ecuador,2.0,0.0,,,ITA,,,,,,Sapporo Dome,,,,
2002,43950012,12.0,Group Stage,Group C,2002-06-04,0,1,CHN,CRC,China PR,Costa Rica,0.0,2.0,,,CRC,,,,,,Gwangju World Cup Stadium,,,,
2002,43950013,13.0,Group Stage,Group H,2002-06-04,0,1,JPN,BEL,Japan,Belgium,2.0,2.0,,,,,,,,,Saitama Stadium,,,,
2002,43950014,14.0,Group Stage,Group D,2002-06-04,0,1,KOR,POL,Korea Republic,Poland,2.0,0.0,,,KOR,,,,,,Busan Asiad Main Stadium,,,,
2002,43950017,17.0,Group Stage,Group E,2002-06-05,0,1,GER,IRL,Germany,Republic of Ireland,1.0,1.0,,,,,,,,,Ibaraki Kashima Stadium,,,,
2002,43950015,15.0,Group Stage,Group H,2002-06-05,0,1,RUS,TUN,Russia,Tunisia,2.0,0.0,,,RUS,,,,,,Kobe Wing Stadium,,,,
2002,43950016,16.0,Group Stage,Group D,2002-06-05,0,1,USA,POR,USA,Portugal,3.0,2.0,,,USA,,,,,,Suwon World Cup Stadium,,,,
2002,43950020,20.0,Group Stage,Group A,2002-06-06,0,1,DEN,SEN,Denmark,Senegal,1.0,1.0,,,,,,,,,Daegu World Cup Stadium,,,,
2002,43950019,19.0,Group Stage,Group E,2002-06-06,0,1,CMR,KSA,Cameroon,Saudi Arabia,1.0,0.0,,,CMR,,,,,,Saitama Stadium,,,,
2002,43950018,18.0,Group Stage,Group A,2002-06-06,0,1,FRA,URU,France,Uruguay,0.0,0.0,,,,,,,,,Busan Asiad Main Stadium,,,,
2002,43950021,21.0,Group Stage,Group F,2002-06-07,0,1,SWE,NGA,Sweden,Nigeria,2.0,1.0,,,SWE,,,,,,Kobe Wing Stadium,,,,
2002,43950022,22.0,Group Stage,Group B,2002-06-07,0,1,ESP,PAR,Spain,Paraguay,3.0,1.0,,,ESP,,,,,,Jeonju World Cup Stadium,,,,
2002,43950023,23.0,Group Stage,Group F,2002-06-07,0,1,ARG,ENG,Argentina,England,0.0,1.0,,,ENG,,,,,,Sapporo Dome,,,,
2002,43950024,24.0,Group Stage,Group B,2002-06-08,0,1,RSA,SVN,South Africa,Slovenia,1.0,0.0,,,RSA,,,,,,Daegu World Cup Stadium,,,,
2002,43950025,25.0,Group Stage,Group G,2002-06-08,0,1,ITA,CRO,Italy,Croatia,1.0,2.0,,,CRO,,,,,,Ibaraki Kashima Stadium,,,,
2002,43950026,26.0,Group Stage,Group C,2002-06-08,0,1,BRA,CHN,Brazil,China PR,4.0,0.0,,,BRA,,,,,,Jeju World Cup Stadium,,,,
2002,43950029,29.0,Group Stage,Group H,2002-06-09,0,1,JPN,RUS,Japan,Russia,1.0,0.0,,,JPN,,,,,,International Stadium Yokohama,,,,
2002,43950027,27.0,Group Stage,Group G,2002-06-09,0,1,MEX,ECU,Mexico,Ecuador,2.0,1.0,,,MEX,,,,,,Miyagi Stadium,,,,
2002,43950028,28.0,Group Stage,Group C,2002-06-09,0,1,CRC,TUR,Costa Rica,Türkiye,1.0,1.0,,,,,,,,,Incheon Munhak Stadium,,,,
2002,43950031,31.0,Group Stage,Group H,2002-06-10,0,1,TUN,BEL,Tunisia,Belgium,1.0,1.0,,,,,,,,,Oita Stadium Big Eye,,,,
2002,43950032,32.0,Group Stage,Group D,2002-06-10,0,1,POR,POL,Portugal,Poland,4.0,0.0,,,POR,,,,,,Jeonju World Cup Stadium,,,,
2002,43950030,30.0,Group Stage,Group D,2002-06-10,0,1,KOR,USA,Korea Republic,USA,1.0,1.0,,,,,,,,,Daegu World Cup Stadium,,,,
2002,43950033,33.0,Group Stage,Group A,2002-06-11,0,1,DEN,FRA,Denmark,France,2.0,0.0,,,DEN,,,,,,Incheon Munhak Stadium,,,,
2002,43950034,34.0,Group Stage,Group A,2002-06-11,0,1,SEN,URU,Senegal,Uruguay,3.0,3.0,,,,,,,,,Suwon World Cup Stadium,,,,
2002,43950036,36.0,Group Stage,Group E,2002-06-11,0,1,KSA,IRL,Saudi Arabia,Republic of Ireland,0.0,3.0,,,IRL,,,,,,International Stadium Yokohama,,,,
2002,43950035,35.0,Group Stage,Group E,2002-06-11,0,1,CMR,GER,Cameroon,Germany,0.0,2.0,,,GER,,,,,,Shizuoka Stadium Ecopa,,,,
2002,43950037,37.0,Group Stage,Group F,2002-06-12,0,1,SWE,ARG,Sweden,Argentina,1.0,1.0,,,,,,,,,Miyagi Stadium,,,,
2002,43950038,38.0,Group Stage,Group F,2002-06-12,0,1,NGA,ENG,Nigeria,England,0.0,0.0,,,,,,,,,Yanmar Stadium Nagai,,,,
2002,43950040,40.0,Group Stage,Group B,2002-06-12,0,1,SVN,PAR,Slovenia,Paraguay,1.0,3.0,,,PAR,,,,,,Jeju World Cup Stadium,,,,
2002,43950039,39.0,Group Stage,Group B,2002-06-12,0,1,RSA,ESP,South Africa,Spain,2.0,3.0,,,ESP,,,,,,Daejeon World Cup Stadium,,,,
2002,43950041,41.0,Group Stage,Group C,2002-06-13,0,1,CRC,BRA,Costa Rica,Brazil,2.0,5.0,,,BRA,,,,,,Suwon World Cup Stadium,,,,
2002,43950042,42.0,Group Stage,Group C,2002-06-13,0,1,TUR,CHN,Türkiye,China PR,3.0,0.0,,,TUR,,,,,,Seoul World Cup Stadium,,,,
2002,43950043,43.0,Group Stage,Group G,2002-06-13,0,1,MEX,ITA,Mexico,Italy,1.0,1.0,,,,,,,,,Oita Stadium Big Eye,,,,
2002,43950044,44.0,Group Stage,Group G,2002-06-13,0,1,ECU,CRO,Ecuador,Croatia,1.0,0.0,,,ECU,,,,,,International Stadium Yokohama,,,,
2002,43950047,47.0,Group Stage,Group D,2002-06-14,0,1,POR,KOR,Portugal,Korea Republic,0.0,1.0,,,KOR,,,,,,Incheon Munhak Stadium,,,,
2002,43950048,48.0,Group Stage,Group D,2002-06-14,0,1,POL,USA,Poland,USA,3.0,1.0,,,POL,,,,,,Daejeon World Cup Stadium,,,,
2002,43950046,46.0,Group Stage,Group H,2002-06-14,0,1,BEL,RUS,Belgium,Russia,3.0,2.0,,,BEL,,,,,,Shizuoka Stadium Ecopa,,,,
2002,43950045,45.0,Group Stage,Group H,2002-06-14,0,1,TUN,JPN,Tunisia,Japan,0.0,2.0,,,JPN,,,,,,Yanmar Stadium Nagai,,,,
2002,43950049,49.0,Round of 16,,2002-06-15,0,1,GER,PAR,Germany,Paraguay,1.0,0.0,,,GER,,,,,,Jeju World Cup Stadium,,,,
2002,43950050,50.0,Round of 16,,2002-06-15,0,1,DEN,ENG,Denmark,England,0.0,3.0,,,ENG,,,,,,Niigata Stadium,,,,
2002,43950051,51.0,Round of 16,,2002-06-16,0,8,SWE,SEN,Sweden,Senegal,1.0,2.0,,,SEN,,,,,,Oita Stadium Big Eye,,,,
2002,43950052,52.0,Round of 16,,2002-06-16,0,2,ESP,IRL,Spain,Republic of Ireland,1.0,1.0,3.0,2.0,ESP,,,,,,Suwon World Cup Stadium,,,,
2002,43950053,53.0,Round of 16,,2002-06-17,0,1,MEX,USA,Mexico,USA,0.0,2.0,,,USA,,,,,,Jeonju World Cup Stadium,,,,
2002,43950054,54.0,Round of 16,,2002-06-17,0,1,BRA,BEL,Brazil,Belgium,2.0,0.0,,,BRA,,,,,,Kobe Wing Stadium,,,,
2002,43950055,55.0,Round of 16,,2002-06-18,0,1,JPN,TUR,Japan,Türkiye,0.0,1.0,,,TUR,,,,,,Miyagi Stadium,,,,
2002,43950056,56.0,Round of 16,,2002-06-18,0,8,KOR,ITA,Korea Republic,Italy,2.0,1.0,,,KOR,,,,,,Daejeon World Cup Stadium,,,,
2002,43950057,57.0,Quarter-final,,2002-06-21,0,1,ENG,BRA,England,Brazil,1.0,2.0,,,BRA,,,,,,Shizuoka Stadium Ecopa,,,,
2002,43950058,58.0,Quarter-final,,2002-06-21,0,1,GER,USA,Germany,USA,1.0,0.0,,,GER,,,,,,Munsu Football Stadium,,,,
2002,43950059,59.0,Quarter-final,,2002-06-22,0,2,ESP,KOR,Spain,Korea Republic,0.0,0.0,3.0,5.0,KOR,,,,,,Gwangju World Cup Stadium,,,,
2002,43950060,60.0,Quarter-final,,2002-06-22,0,8,SEN,TUR,Senegal,Türkiye,0.0,1.0,,,TUR,,,,,,Yanmar Stadium Nagai,,,,
2002,43950061,61.0,Semi-final,,2002-06-25,0,1,GER,KOR,Germany,Korea Republic,1.0,0.0,,,GER,,,,,,Seoul World Cup Stadium,,,,
2002,43950062,62.0,Semi-final,,2002-06-26,0,1,BRA,TUR,Brazil,Türkiye,1.0,0.0,,,BRA,,,,,,Saitama Stadium,,,,
2002,43950063,63.0,Match for third place,,2002-06-29,0,1,KOR,TUR,Korea Republic,Türkiye,2.0,3.0,,,TUR,,,,,,Daegu World Cup Stadium,,,,
2002,43950064,64.0,Final,,2002-06-30,0,1,GER,BRA,Germany,Brazil,0.0,2.0,,,BRA,,,,,,International Stadium Yokohama,,,,
2006,97410001,1.0,First stage,Group A,2006-06-09,0,1,GER,CRC,Germany,Costa Rica,4.0,2.0,,,GER,,,,,,Allianz Arena,,,,
2006,97410002,2.0,First stage,Group A,2006-06-09,0,1,POL,ECU,Poland,Ecuador,0.0,2.0,,,ECU,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
2006,97410003,3.0,First stage,Group B,2006-06-10,0,1,ENG,PAR,England,Paraguay,1.0,0.0,,,ENG,,,,,,Commerzbank Arena,,,,
2006,97410004,4.0,First stage,Group B,2006-06-10,0,1,TRI,SWE,Trinidad and Tobago,Sweden,0.0,0.0,,,,,,,,,Signal-Iduna-Park,,,,
2006,97410005,5.0,First stage,Group C,2006-06-10,0,1,ARG,CIV,Argentina,Côte d'Ivoire,2.0,1.0,,,ARG,,,,,,Volksparkstadion,,,,
2006,97410006,6.0,First stage,Group C,2006-06-11,0,1,SCG,NED,Serbia and Montenegro,Netherlands,0.0,1.0,,,NED,,,,,,Zentralstadion,,,,
2006,97410007,7.0,First stage,Group D,2006-06-11,0,1,MEX,IRN,Mexico,IR Iran,3.0,1.0,,,MEX,,,,,,Frankenstadion,,,,
2006,97410008,8.0,First stage,Group D,2006-06-11,0,1,ANG,POR,Angola,Portugal,0.0,1.0,,,POR,,,,,,Rhein Energie Stadium,,,,
2006,97410012,12.0,First stage,Group F,2006-06-12,0,1,AUS,JPN,Australia,Japan,3.0,1.0,,,AUS,,,,,,Fritz-Walter-Stadion,,,,
2006,97410010,10.0,First stage,Group E,2006-06-12,0,1,USA,CZE,USA,Czechia,0.0,3.0,,,CZE,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
2006,97410009,9.0,First stage,Group E,2006-06-12,0,1,ITA,GHA,Italy,Ghana,2.0,0.0,,,ITA,,,,,,HDI-Arena,,,,
2006,97410014,14.0,First stage,Group G,2006-06-13,0,1,KOR,TOG,Korea Republic,Togo,2.0,1.0,,,KOR,,,,,,Commerzbank Arena,,,,
2006,97410013,13.0,First stage,Group G,2006-06-13,0,1,FRA,SUI,France,Switzerland,0.0,0.0,,,,,,,,,Mercedes-Benz Arena,,,,
2006,97410011,11.0,First stage,Group F,2006-06-13,0,1,BRA,CRO,Brazil,Croatia,1.0,0.0,,,BRA,,,,,,Olympiastadion,,,,
2006,97410017,17.0,First stage,Group A,2006-06-14,0,1,GER,POL,Germany,Poland,1.0,0.0,,,GER,,,,,,Signal-Iduna-Park,,,,
2006,97410015,15.0,First stage,Group H,2006-06-14,0,1,ESP,UKR,Spain,Ukraine,4.0,0.0,,,ESP,,,,,,Zentralstadion,,,,
2006,97410016,16.0,First stage,Group H,2006-06-14,0,1,TUN,KSA,Tunisia,Saudi Arabia,2.0,2.0,,,,,,,,,Allianz Arena,,,,
2006,97410018,18.0,First stage,Group A,2006-06-15,0,1,ECU,CRC,Ecuador,Costa Rica,3.0,0.0,,,ECU,,,,,,Volksparkstadion,,,,
2006,97410019,19.0,First stage,Group B,2006-06-15,0,1,ENG,TRI,England,Trinidad and Tobago,2.0,0.0,,,ENG,,,,,,Frankenstadion,,,,
2006,97410020,20.0,First stage,Group B,2006-06-15,0,1,SWE,PAR,Sweden,Paraguay,1.0,0.0,,,SWE,,,,,,Olympiastadion,,,,
2006,97410021,21.0,First stage,Group C,2006-06-16,0,1,ARG,SCG,Argentina,Serbia and Montenegro,6.0,0.0,,,ARG,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
2006,97410022,22.0,First stage,Group C,2006-06-16,0,1,NED,CIV,Netherlands,Côte d'Ivoire,2.0,1.0,,,NED,,,,,,Mercedes-Benz Arena,,,,
2006,97410023,23.0,First stage,Group D,2006-06-16,0,1,MEX,ANG,Mexico,Angola,0.0,0.0,,,,,,,,,HDI-Arena,,,,
2006,97410024,24.0,First stage,Group D,2006-06-17,0,1,POR,IRN,Portugal,IR Iran,2.0,0.0,,,POR,,,,,,Commerzbank Arena,,,,
2006,97410026,26.0,First stage,Group E,2006-06-17,0,1,CZE,GHA,Czechia,Ghana,0.0,2.0,,,GHA,,,,,,Rhein Energie Stadium,,,,
2006,97410025,25.0,First stage,Group E,2006-06-17,0,1,ITA,USA,Italy,USA,1.0,1.0,,,,,,,,,Fritz-Walter-Stadion,,,,
